Generation Model,Question Index,Question,Type,Source_QID,Original Chunk,Chunks Retrieved,Generated Answer,Reference Answer,Generation Prompt Used,Encoding Used
Qwen/Qwen3-0.6B,50,What is the daily expense rate for business travel that doesn't span a complete 24-hour period?,Paraphrased,Paraphrased from Ques_25 in Manual QA doc,Chunk_24,chunk_5; chunk_2; chunk_30; chunk_55; chunk_8; chunk_3; chunk_18; chunk_4; chunk_27; chunk_7,"The daily expense rate for business travel that does not span a complete 24-hour period is calculated as follows:  
- For extended stays (more than 7 days), the reimbursement is granted as per the secondment provision.  
- The days between the day of arrival and departure are counted as part of the stay.  

Thus, the daily expense rate is **not based on a 24-hour period**.","For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 6 euros for a duration of more than 8 hours, and 12 euros for a duration of more than 14 hours.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,51,How is the duration of the official trip determined?,Original,,Chunk_25,chunk_25; chunk_47; chunk_12; chunk_38; chunk_8; chunk_43; chunk_30; chunk_70; chunk_46; chunk_9,"The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the start and/or end have been ordered at the official premises. In the case of several residences or accommodations, the one nearest to the official premises shall be decisive.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,52,What factors decide how long the business travel will last?,Paraphrased,Paraphrased from Ques_26 in Manual QA doc,Chunk_25,chunk_30; chunk_8; chunk_25; chunk_55; chunk_47; chunk_2; chunk_65; chunk_48; chunk_61; chunk_38,"The factors that decide how long the business travel will last are the days of stay and the duration of the official trips or secondments. Specifically, if the stay at the same external business location lasts longer than seven days, from the eighth day onward, the reimbursement is granted as if it were a secondment. All days between the day of arrival and the day of departure are counted as part of the stay.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,53,Am I entitled to a per diem allowance when going on an official errand?,Original,,Chunk_26,chunk_26; chunk_24; chunk_35; chunk_46; chunk_9; chunk_27; chunk_25; chunk_7; chunk_45; chunk_8,"Yes, you are entitled to a per diem allowance for official errands, as outlined in the State Travel Expense Act (LRKG) § C. The per diem allowance for each full calendar day of an official trip is **€1**. For official trips lasting less than one full calendar day, the per diem allowance is **G euros** for a duration of more than 8 hours and **€0.50** for a duration of more than 8 hours.","For official errands, there is no entitlement to a per diem allowance.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,54,Are employees reimbursed for expenses incurred while completing work-related tasks away from their usual work location?,Paraphrased,Paraphrased from Ques_27 in Manual QA doc,Chunk_26,chunk_7; chunk_33; chunk_40; chunk_8; chunk_9; chunk_30; chunk_12; chunk_16; chunk_41; chunk_11,"Yes, employees are reimbursed for expenses incurred while completing work-related tasks away from their usual work location.","For official errands, there is no entitlement to a per diem allowance.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,55,Under what condition can an official errand be covered by per diem allowance?,Original,,Chunk_26,chunk_26; chunk_35; chunk_24; chunk_46; chunk_9; chunk_25; chunk_27; chunk_7; chunk_45; chunk_48,"An official errand can be covered by a per diem allowance under the following conditions:

- The errand is for official business at the place of work or residence outside the official premises.
- The errand is ordered or approved by the responsible superior.
- The duration of the errand is such that the necessary documented expenses for meals are reimbursed up to the per diem allowance applicable for an official trip.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,56,When is per diem authorized for official travel?,Paraphrased,Paraphrased from Ques_28 in Manual QA doc,Chunk_26,chunk_46; chunk_25; chunk_26; chunk_35; chunk_45; chunk_48; chunk_27; chunk_24; chunk_7; chunk_8,"The per diem is authorized for official travel **before midnight** local time. If the domestic territory is reached last before midnight, foreign per diem is granted for the country of the last business location abroad.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,57,What determines eligibility for per diem reimbursement on work-related trips?,Paraphrased,Paraphrased from Ques_28 in Manual QA doc,Chunk_26,chunk_7; chunk_35; chunk_26; chunk_27; chunk_25; chunk_24; chunk_45; chunk_31; chunk_48; chunk_46,"The eligibility for per diem reimbursement on work-related trips is determined by the specific circumstances of the official trip, such as the duration and location of the trip, and the nature of the official errands. The per diem allowance is granted for the period until arrival at the new place of work, unless the trip begins or ends at the official premises or the beginning and/or end have been ordered at the official premises.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,58,What are the rules regarding per diem and official business?,Paraphrased,Paraphrased from Ques_28 in Manual QA doc,Chunk_26,chunk_26; chunk_27; chunk_25; chunk_46; chunk_48; chunk_35; chunk_7; chunk_24; chunk_45; chunk_8,"The rules regarding per diem and official business are outlined in the State Travel Expense Act (LRKG) § C Per Diem Allowance and other relevant sections. Here are the key points:

1. **Per Diem Allowance**: 
   - There is no entitlement to a per diem allowance for official errands according to paragraph .
   - For errands lasting more than eight hours, documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.

2. **Complimentary Meals**: 
   - If official travelers receive complimentary meals in the course of their official duties, a percentage of the per diem for breakfast and a percentage for lunch and dinner shall be withheld for a full calendar day.
   - The percentages apply if meals are provided by a third party and the charge is included in the reimbursable expenses.

3. **Duration of Official Trips**: 
   - The duration of an official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises.

4. **Foreign Per Diem and Accommodation**: 
   - The per diem and accommodation allowance shall be granted for the country the official traveler last reaches before midnight local time.
   - If the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.
   - The foreign per diem according to paragraph shall be reduced by a percentage if the stay at the same foreign business location exceeds one day.

5. **Special Cases**: 
   - For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance (§ G) is granted for the period until arrival at the new place of work, and the per diem is granted until the end of the day of arrival if a separation allowance is received.
   - An accommodation allowance (§ ) is also granted.

6. **Scope of Reimbursement**: 
   - The travel expense reimbursement includes reimbursement of travel and flight costs, mileage allowance, per diem allowance for official trips, additional expenses on official errands, accommodation allowance, and other costs.

7. **Additional Rules**: 
   - The per diem allowance for a full calendar day is 1 euro for each full day of an official trip.
   - For a multi-day trip lasting less than one full calendar day, a per diem allowance of 1 euro is provided for each duration of more than 8 hours.

These rules apply to official errands and trips abroad.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,59,What is the percentage withheld from the entitled per diem allowance in case I receive complimentary meals?,Original,,Chunk_27,chunk_27; chunk_24; chunk_26; chunk_75; chunk_35; chunk_48; chunk_31; chunk_55; chunk_25; chunk_2,"In case I receive complimentary meals, the percentage withheld from the entitled per diem allowance is **percent**.","20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,60,How is my daily allowance reduced when meals are provided for free?,Paraphrased,Paraphrased from Ques_29 in Manual QA doc,Chunk_27,chunk_27; chunk_75; chunk_24; chunk_55; chunk_31; chunk_69; chunk_26; chunk_28; chunk_18; chunk_57,"When meals are provided for free, the per diem allowance is reduced by the percentage specified in the context. Specifically, the percentages for breakfast and lunch/dinner for a full calendar day are withheld.","20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,61,What is the sum received for a necessary overnight stay?,Original,,Chunk_28,chunk_28; chunk_74; chunk_29; chunk_30; chunk_31; chunk_41; chunk_12; chunk_55; chunk_32; chunk_27,The sum received for a necessary overnight stay is **euros** domestically and **euros** abroad.,"For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,62,How much money is provided to cover the cost of required overnight accommodations?,Paraphrased,Paraphrased from Ques_30 in Manual QA doc,Chunk_28,chunk_28; chunk_29; chunk_31; chunk_74; chunk_41; chunk_12; chunk_30; chunk_27; chunk_5; chunk_4,The State Travel Expense Act (LRKG) §  Accommodation Allowance provides a lump sum of **euros domestically** and **euros abroad** for a necessary overnight stay. Higher accommodation costs are reimbursed according to the administrative regulation.,"For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,63,What happens when the stay at the same external business location lasts longer than seven days?,Original,,Chunk_30,chunk_30; chunk_48; chunk_8; chunk_12; chunk_46; chunk_25; chunk_47; chunk_29; chunk_9; chunk_76,"When the stay at the same external business location lasts longer than seven days, the reimbursement is granted as would be provided in the case of a secondment.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,64,Could you clarify the implications of a business trip exceeding a week in duration?,Paraphrased,Paraphrased from Ques_31 in Manual QA doc,Chunk_30,chunk_30; chunk_8; chunk_43; chunk_9; chunk_48; chunk_55; chunk_61; chunk_2; chunk_60; chunk_70,"A business trip exceeding a week in duration (i.e., lasting longer than seven days) is reimbursed as if it were a secondment under the State Travel Expense Act (LRKG). All days between the day of arrival and departure are counted as part of the stay.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,65,"For official travel, when would I receive a single expense allowance instead of the usual separate payments for meals and hotels?",Original,,Chunk_31,chunk_31; chunk_55; chunk_49; chunk_32; chunk_6; chunk_36; chunk_8; chunk_7; chunk_37; chunk_11,"For official travel, you would receive a single expense allowance instead of separate payments for meals and hotels when the expenses are incurred under the State Travel Expense Act (LRKG) §  Expense and Lump Sum Reimbursement. This allowance is intended to compensate for the necessary expenses, including meals and accommodation, in lieu of the usual separate payments.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,66,"Under what circumstances during work travel would I get one payment to cover all costs, rather than being reimbursed individually for things like food and lodging?",Paraphrased,Paraphrased from Ques_32 in Manual QA doc,Chunk_31,chunk_32; chunk_31; chunk_41; chunk_37; chunk_7; chunk_36; chunk_38; chunk_6; chunk_39; chunk_11,"Under circumstances during work travel where food and lodging are generally incurred, the highest competent authority or its authorized subordinate authority may grant an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § , as determined by the authority. This allows for a single payment to cover all necessary expenses.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,67,When is a lump sum reimbursement granted instead of the travel expense reimbursement?,Original,,Chunk_32,chunk_32; chunk_31; chunk_39; chunk_37; chunk_41; chunk_11; chunk_38; chunk_7; chunk_36; chunk_40,A lump sum reimbursement is granted instead of the travel expense reimbursement when the trip is for official purposes and the return journey from the vacation or stay location to the official premises is treated as an official trip.,"The highest competent authority or its authorized subordinate authority may, for regular or similar official trips, grant a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof, which is to be determined based on the average of the individual reimbursements otherwise incurred in a certain period.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,68,"Under what circumstances is a single payment used to cover travel costs, rather than standard expense reporting?",Paraphrased,Paraphrased from Ques_33 in Manual QA doc,Chunk_32,chunk_32; chunk_8; chunk_37; chunk_36; chunk_31; chunk_6; chunk_38; chunk_39; chunk_18; chunk_21,"A single payment is used to cover travel costs under specific circumstances, such as when a lump sum reimbursement is granted in lieu of standard expense reporting. This is applicable for official trips and errands, and for combined trips with vacation or private trips.","The highest competent authority or its authorized subordinate authority may, for regular or similar official trips, grant a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof, which is to be determined based on the average of the individual reimbursements otherwise incurred in a certain period.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,69,What is considered incidental expenses?,Original,,Chunk_33,chunk_80; chunk_33; chunk_58; chunk_9; chunk_8; chunk_6; chunk_7; chunk_55; chunk_40; chunk_31,"Incidental expenses are costs incurred as part of conducting official business that are not reimbursable under the State Travel Expense Act (LRKG). These include travel, accommodation, and other necessary expenses for official trips or errands, as well as expenses related to official trips or errands that are not reimbursable under the provisions of the Act.",Necessary expenses incurred for the conduct of official business that are not reimbursable under §§ 4 to U shall be reimbursed as incidental expenses.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,70,Could you please define what falls under the category of incidental expenses?,Paraphrased,Paraphrased from Ques_34 in Manual QA doc,Chunk_33,chunk_80; chunk_58; chunk_55; chunk_33; chunk_60; chunk_2; chunk_7; chunk_4; chunk_6; chunk_9,"Incidental expenses are those that are systematically declared as incidental expenses, as outlined in the context provided. These include the costs of travel and flight expenses, mileage allowance, per diem allowance for official trips, additional expenses on official errands, accommodation allowance, and lump sum reimbursement for extended stays and meal expenses.",Necessary expenses incurred for the conduct of official business that are not reimbursable under §§ 4 to U shall be reimbursed as incidental expenses.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,71,"If my trip is canceled, will I get reimbursed for necessary pre-trip expenses?",Original,,Chunk_34,chunk_34; chunk_40; chunk_39; chunk_14; chunk_16; chunk_33; chunk_38; chunk_31; chunk_11; chunk_17,"If your trip is canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.","If official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,72,Will I be able to get my money back for expenses already incurred if my travel plans are called off?,Paraphrased,Paraphrased from Ques_35 in Manual QA doc,Chunk_34,chunk_34; chunk_40; chunk_39; chunk_14; chunk_16; chunk_17; chunk_38; chunk_37; chunk_32; chunk_33,"If your travel plans are called off for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.","If official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,73,"In case of a transfer, secondment, or termination of a secondment, for how long is the per diem allowance granted?",Original,,Chunk_35,chunk_35; chunk_25; chunk_24; chunk_48; chunk_46; chunk_50; chunk_26; chunk_27; chunk_30; chunk_49,"The per diem allowance is granted for the period until arrival at the new place of work, unless the trip begins or ends at the official premises.","For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,74,"How long does the daily allowance continue to be paid when someone is transferred, moved on secondment, or their secondment ends?",Paraphrased,Paraphrased from Ques_36 in Manual QA doc,Chunk_35,chunk_50; chunk_49; chunk_35; chunk_30; chunk_24; chunk_14; chunk_25; chunk_65; chunk_29; chunk_12,"The daily allowance continues to be paid for the duration of the official trip, as specified in the context. The entitlement to the daily allowance is granted for the period until arrival at the new place of work. If a separation allowance is received for staying away, the per diem is granted until the end of the day of arrival, and the accommodation allowance is also provided. The time of the trip is counted as days of stay, and the reimbursement is applied for all days between arrival and departure.","For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,75,How long is the per diem allowance provided for on the day of arrival at a new place of work?,Original,,Chunk_35,chunk_25; chunk_35; chunk_24; chunk_48; chunk_46; chunk_26; chunk_27; chunk_70; chunk_30; chunk_45,"The per diem allowance is provided for the duration of the official trip, which is counted from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises. For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance is: **G euros for a duration of more than 8 hours**.",The per diem is granted until the end of the day of arrival.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,76,"On the arrival date at a new workplace, for what length of time is the per diem allowance applicable?",Paraphrased,Paraphrased from Ques_37 in Manual QA doc,Chunk_35,chunk_25; chunk_35; chunk_24; chunk_46; chunk_48; chunk_70; chunk_26; chunk_27; chunk_30; chunk_7,"The per diem allowance is applicable for the duration of the official trip, which is determined based on the time of departure and arrival at the residence, unless the trip begins or ends at the official premises. The one nearest to the official premises is decisive.",The per diem is granted until the end of the day of arrival.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,77,Will the travel expense reimbursement cover a vacation or another trip if I combine it with an official trip?,Original,,Chunk_37,chunk_37; chunk_16; chunk_11; chunk_39; chunk_7; chunk_40; chunk_33; chunk_15; chunk_32; chunk_38,"Yes, the travel expense reimbursement will cover a vacation or another trip if it is combined with an official trip.","If an official trip is combined with a vacation or another private trip, the travel expense reimbursement shall be calculated as if only the official trip were undertaken.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,78,"If a business trip is combined with personal travel, will expenses be reimbursed for the entire trip?",Paraphrased,Paraphrased from Ques_38 in Manual QA doc,Chunk_37,chunk_7; chunk_37; chunk_40; chunk_33; chunk_30; chunk_39; chunk_16; chunk_15; chunk_11; chunk_6,"If a business trip is combined with personal travel, the expenses will be reimbursed for the entire trip, as the reimbursement under sentence (§) is calculated as if only the official trip is undertaken.","If an official trip is combined with a vacation or another private trip, the travel expense reimbursement shall be calculated as if only the official trip were undertaken.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,79,"In case an official trip commences or concludes at the vacation location, how will the travel expense reimbursement be calculated?",Original,,Chunk_38,chunk_38; chunk_37; chunk_39; chunk_12; chunk_14; chunk_30; chunk_40; chunk_36; chunk_7; chunk_11,"In case an official trip commences or concludes at the vacation location, the travel expense reimbursement shall be calculated based on the departure from or arrival at that location.","If it is ordered or approved that the official trip is to commence or conclude at the vacation location, the travel expense reimbursement shall, contrary to paragraph 3, be calculated based on the departure from or arrival at that location.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,80,How are travel costs handled when a business trip starts or ends at the same place as a personal vacation?,Paraphrased,Paraphrased from Ques_39 in Manual QA doc,Chunk_38,chunk_8; chunk_12; chunk_37; chunk_38; chunk_39; chunk_9; chunk_40; chunk_7; chunk_30; chunk_6,"When a business trip starts or ends at the same place as a personal vacation, the travel costs are handled based on the following principles:

- The travel expense reimbursement is calculated as if only the official trip is undertaken, and the reimbursement under sentence shall not exceed the reimbursement resulting from the actual course of the trip.  
- If the official trip is ordered or approved to start or end at the vacation location, the reimbursement is calculated based on the departure from or arrival at that location.  
- If the vacation or private trip is terminated early, the return journey from the vacation or stay location to the official premises is treated as an official trip for which travel expense reimbursement is granted.","If it is ordered or approved that the official trip is to commence or conclude at the vacation location, the travel expense reimbursement shall, contrary to paragraph 3, be calculated based on the departure from or arrival at that location.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,81,"If the trip terminates early for official reasons, is the return journey to the official premises covered by travel expense reimbursement?",Original,,Chunk_39,chunk_39; chunk_40; chunk_14; chunk_12; chunk_38; chunk_16; chunk_34; chunk_42; chunk_36; chunk_30,"Yes, the return journey to the official premises is covered by travel expense reimbursement if the trip terminates early for official reasons.","If, for official reasons, the early termination of a vacation or another private trip is ordered, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,82,Would travel expenses for the return trip be reimbursed if a trip is cut short due to work-related issues?,Paraphrased,Paraphrased from Ques_40 in Manual QA doc,Chunk_39,chunk_40; chunk_34; chunk_39; chunk_14; chunk_41; chunk_38; chunk_30; chunk_16; chunk_18; chunk_33,"Yes, travel expenses for the return trip would be reimbursed if a trip is cut short due to work-related issues.","If, for official reasons, the early termination of a vacation or another private trip is ordered, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,83,"If a trip is interrupted, are the expenses of persons accompanying me also reimbursed, or only my expenses?",Original,,Chunk_40,chunk_40; chunk_34; chunk_39; chunk_16; chunk_37; chunk_41; chunk_31; chunk_38; chunk_11; chunk_33,"If a trip is interrupted, the expenses of persons accompanying you are also reimbursed, as per the context provided.",Expenses of the official traveler and any accompanying persons that arise due to the 7 interruption or early termination of a vacation or another private trip shall be reimbursed to an appropriate extent.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,84,"When a trip is cut short, does coverage extend to the costs of those traveling with me, or just my own?",Paraphrased,Paraphrased from Ques_41 in Manual QA doc,Chunk_40,chunk_40; chunk_41; chunk_34; chunk_19; chunk_39; chunk_18; chunk_37; chunk_16; chunk_30; chunk_4,"When a trip is cut short, the coverage extends to the costs of those traveling with you, as per the context provided.",Expenses of the official traveler and any accompanying persons that arise due to the 7 interruption or early termination of a vacation or another private trip shall be reimbursed to an appropriate extent.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,85,"If I get hospitalized during my official trip, will I have to cover the necessary expenses?",Original,,Chunk_41,chunk_41; chunk_19; chunk_40; chunk_34; chunk_28; chunk_31; chunk_16; chunk_11; chunk_8; chunk_33,"If you are hospitalized during an official trip, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.","If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,86,Who is financially responsible for hospital bills incurred while traveling for work?,Paraphrased,Paraphrased from Ques_42 in Manual QA doc,Chunk_41,chunk_41; chunk_19; chunk_40; chunk_6; chunk_18; chunk_34; chunk_7; chunk_21; chunk_8; chunk_11,The hospital bills incurred while traveling for work are reimbursed by the official traveler.,"If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,87,What happens with medical costs if I require hospitalization on a business trip?,Paraphrased,Paraphrased from Ques_42 in Manual QA doc,Chunk_41,chunk_41; chunk_34; chunk_19; chunk_40; chunk_8; chunk_7; chunk_6; chunk_5; chunk_39; chunk_18,"If you require hospitalization on a business trip, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.","If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,88,Will my company/travel insurance cover hospitalization expenses during work travel?,Paraphrased,Paraphrased from Ques_42 in Manual QA doc,Chunk_41,chunk_41; chunk_19; chunk_7; chunk_40; chunk_34; chunk_33; chunk_8; chunk_11; chunk_31; chunk_6,"Based on the provided context, the State Travel Expense Act (LRKG) allows reimbursement of hospitalization expenses during work travel if official travelers fall ill and are admitted to a hospital. Specifically, the reimbursement is applicable for each full calendar day of the hospital stay.","If official travelers fall ill and are admitted to a hospital, the necessary expenses for accommodation at the business location shall be reimbursed for each full calendar day of the hospital stay.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,89,Will journeys between the residence and the regular official premises be reimbursed?,Original,,Chunk_42,chunk_12; chunk_42; chunk_8; chunk_29; chunk_9; chunk_20; chunk_18; chunk_36; chunk_16; chunk_11,"Yes, journeys between the residence and the regular official premises will be reimbursed under the State Travel Expense Act (LRKG).","For journeys between the residence and the regular official premises undertaken for a special official reason, the necessary travel costs incurred may be reimbursed.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,90,Is travel between an employee's home and their usual work location eligible for expense coverage?,Paraphrased,Paraphrased from Ques_43 in Manual QA doc,Chunk_42,chunk_8; chunk_12; chunk_7; chunk_41; chunk_13; chunk_6; chunk_9; chunk_40; chunk_20; chunk_42,"Yes, travel between an employee's home and their usual work location is eligible for expense coverage under the State Travel Expense Act (LRKG).","For journeys between the residence and the regular official premises undertaken for a special official reason, the necessary travel costs incurred may be reimbursed.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,91,What is considered an official trip abroad?,Original,,Chunk_43,chunk_43; chunk_8; chunk_9; chunk_47; chunk_44; chunk_10; chunk_46; chunk_61; chunk_12; chunk_39,"An official trip abroad is a journey undertaken to conduct official business outside the usual place of work, which has been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business. It includes journeys from a location serving as a temporary residence to the place of work, provided that the conditions of sentences and are otherwise met. Official trips should only be carried out if a less costly method of conducting the official business is not possible or reasonable.","Official trips abroad are trips between the domestic territory and foreign countries as well as within foreign countries. In doing so, at least one business location must be located abroad.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,92,Could you please define what qualifies as official international travel?,Paraphrased,Paraphrased from Ques_44 in Manual QA doc,Chunk_43,chunk_43; chunk_47; chunk_8; chunk_9; chunk_44; chunk_55; chunk_2; chunk_54; chunk_71; chunk_10,"Official international travel is defined as trips undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business. Official trips also include journeys from a location serving as a temporary residence to the place of work, provided that the conditions of sentences and are otherwise met.","Official trips abroad are trips between the domestic territory and foreign countries as well as within foreign countries. In doing so, at least one business location must be located abroad.",Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,93,"For official trips abroad, which country will the per diem and accommodation allowance be granted for?",Original,,Chunk_46,chunk_46; chunk_45; chunk_48; chunk_24; chunk_28; chunk_25; chunk_35; chunk_43; chunk_55; chunk_27,"The per diem and accommodation allowance will be granted for the country that the official traveler last reaches before midnight local time. If the domestic territory is reached last before midnight, the foreign per diem will be granted for the country of the last business location abroad.",The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time.,Basic_RAG_Prompt,mpnet
Qwen/Qwen3-0.6B,94,Could you clarify which nation will have per diem and lodging expenses covered for official international travel?,Paraphrased,Paraphrased from Ques_45 in Manual QA doc,Chunk_46,chunk_46; chunk_48; chunk_45; chunk_55; chunk_24; chunk_35; chunk_2; chunk_25; chunk_43; chunk_7,"The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.",The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time.,Basic_RAG_Prompt,mpnet
