Generation Model,Question Index,Question,Original Chunk,Chunks Retrieved,Generated Answer,Reference Answer,Generation Prompt Used,Encoding Used
Qwen/Qwen3-8B,44,Are rental car or taxi expenses covered?,Chunk_20,chunk_20; chunk_18; chunk_13; chunk_40; chunk_29; chunk_33; chunk_69; chunk_41; chunk_42; chunk_21,"Yes, rental car or taxi expenses are covered under certain conditions. According to the State Travel Expense Act (LRKG) § Reimbursement of Travel and Flight Costs, if there is a compelling reason for using a rental car or taxi, the necessary costs incurred shall be reimbursed. However, if no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.","If, for a compelling reason, a rental car or taxi is used, the necessary costs incurred shall be reimbursed. If no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,45,How much is the surcharge of mileage allowance in case of difficult roads?,Chunk_23,chunk_23; chunk_22; chunk_69; chunk_12; chunk_20; chunk_18; chunk_2; chunk_13; chunk_4; chunk_64,"The surcharge for the mileage allowance in the case of difficult roads, such as unpaved roads or difficult-to-drive field or forest tracks, amounts to  cents per kilometer.",The surcharge amounts to 5 cents per kilometer.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,46,Could you please clarify the extra cost added to mileage reimbursement when driving on challenging roads?,Chunk_23,chunk_23; chunk_22; chunk_69; chunk_12; chunk_20; chunk_13; chunk_37; chunk_2; chunk_7; chunk_4,"The extra cost added to mileage reimbursement when driving on challenging roads is a surcharge granted with the consent of the highest competent authority. This surcharge amounts to cents per kilometer, and it applies when journeys on unpaved roads or difficult-to-drive field or forest tracks are regularly required due to the nature of the official business.",The surcharge amounts to 5 cents per kilometer.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,47,How much euros is the per diem allowance for a full calendar day of an official trip?,Chunk_24,chunk_24; chunk_27; chunk_48; chunk_26; chunk_25; chunk_28; chunk_35; chunk_57; chunk_46; chunk_4,The per diem allowance for a full calendar day of an official trip is  euros.,"For each full calendar day of an official trip, a per diem allowance of 24 euros is granted to compensate for additional expenses for meals.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,48,"What is the daily allowance amount, in euros, for official travel covering a complete 24-hour period?",Chunk_24,chunk_24; chunk_28; chunk_57; chunk_8; chunk_4; chunk_55; chunk_65; chunk_69; chunk_1; chunk_70,The daily allowance amount for official travel covering a complete 24-hour period is  euros.,"For each full calendar day of an official trip, a per diem allowance of 24 euros is granted to compensate for additional expenses for meals.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,49,"In case of an official trip lasting less than one full calendar day, how much is the per diem allowance?",Chunk_24,chunk_24; chunk_48; chunk_25; chunk_26; chunk_27; chunk_46; chunk_35; chunk_70; chunk_30; chunk_45,"In the case of an official trip lasting less than one full calendar day, the per diem allowance is determined based on the duration of the trip. Specifically, for a duration of more than 2 hours, the per diem allowance is **G euros**, and for a duration of more than 8 hours, the per diem allowance is **euros**. The exact amounts for G and euros are not provided in the context, but the allowances are structured based on the time spent on the trip.","For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 6 euros for a duration of more than 8 hours, and 12 euros for a duration of more than 14 hours.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,50,What is the daily expense rate for business travel that doesn't span a complete 24-hour period?,Chunk_24,chunk_5; chunk_2; chunk_30; chunk_55; chunk_8; chunk_3; chunk_18; chunk_4; chunk_27; chunk_7,"The context provided does not specify a daily expense rate for business travel that does not span a complete 24-hour period. It outlines general provisions regarding travel expenses, per diem allowances, and other related costs, but it does not provide a specific rate for partial-day travel.","For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 6 euros for a duration of more than 8 hours, and 12 euros for a duration of more than 14 hours.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,51,How is the duration of the official trip determined?,Chunk_25,chunk_25; chunk_47; chunk_12; chunk_38; chunk_8; chunk_43; chunk_30; chunk_70; chunk_46; chunk_9,"The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. In the case of several residences or accommodations, the one nearest to the official premises shall be decisive.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,52,What factors decide how long the business travel will last?,Chunk_25,chunk_30; chunk_8; chunk_25; chunk_55; chunk_47; chunk_2; chunk_65; chunk_48; chunk_61; chunk_38,"The duration of a business travel is determined by the order or approval of the responsible superior, which must be given in writing or electronically. The official trip is considered to have begun on the day of departure from the residence and ended on the day of arrival at the destination, unless the trip begins or ends at the official premises. The length of the stay is calculated from the day of arrival to the day of departure, and if the stay at the same external business location lasts longer than seven days, from the eighth day onward, the reimbursement is granted as would be provided in the case of a secondment. For foreign trips, if the stay at the same foreign business location (excluding departure and return days) lasts longer than a specified number of days, the foreign per diem allowance is reduced from the specified day onward.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,53,Am I entitled to a per diem allowance when going on an official errand?,Chunk_26,chunk_26; chunk_24; chunk_35; chunk_46; chunk_9; chunk_27; chunk_25; chunk_7; chunk_45; chunk_8,"According to the context provided, you are not entitled to a per diem allowance for official errands, as stated in the first paragraph of the State Travel Expense Act (LRKG) § C Per Diem Allowance. However, if the errand lasts more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.","For official errands, there is no entitlement to a per diem allowance.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,54,Are employees reimbursed for expenses incurred while completing work-related tasks away from their usual work location?,Chunk_26,chunk_7; chunk_33; chunk_40; chunk_8; chunk_9; chunk_30; chunk_12; chunk_16; chunk_41; chunk_11,"Yes, employees are reimbursed for expenses incurred while completing work-related tasks away from their usual work location. According to the State Travel Expense Act (LRKG), official trips are defined as journeys undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior. These trips include travel and flight costs, mileage allowance, per diem allowance, accommodation allowance, and other necessary expenses. Additionally, if the stay at the same external business location lasts longer than seven days, reimbursement is provided as if it were a secondment. Employees may also be reimbursed for necessary additional expenses incurred due to official travel, including expenses related to hospital stays if they fall ill during the trip.","For official errands, there is no entitlement to a per diem allowance.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,55,Under what condition can an official errand be covered by per diem allowance?,Chunk_26,chunk_26; chunk_35; chunk_24; chunk_46; chunk_9; chunk_25; chunk_27; chunk_7; chunk_45; chunk_48,"Under the condition that the errand lasts more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,56,When is per diem authorized for official travel?,Chunk_26,chunk_46; chunk_25; chunk_26; chunk_35; chunk_45; chunk_48; chunk_27; chunk_24; chunk_7; chunk_8,"Per diem is authorized for official travel under the following conditions:

1. For official trips abroad, the per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. If the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.

2. For each full calendar day of an official trip, a per diem allowance of €250 is granted to compensate for additional expenses for meals. For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: €125 for a duration of more than 6 hours, and €187.50 for a duration of more than 10 hours.

3. For official errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.

4. If official travelers receive complimentary meals in the course of their official duties, 20% of the per diem for breakfast and 40% each for lunch and dinner for a full calendar day shall be withheld from the entitled per diem. The same applies if meals are provided by a third party and the charge for them is included in the reimbursable travel, flight, accommodation, or incidental expenses.

5. For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,57,What determines eligibility for per diem reimbursement on work-related trips?,Chunk_26,chunk_7; chunk_35; chunk_26; chunk_27; chunk_25; chunk_24; chunk_45; chunk_31; chunk_48; chunk_46,"Eligibility for per diem reimbursement on work-related trips is determined by several factors outlined in the context:

1. **Type of Trip**: Per diem allowance is granted for official trips, including those related to transfers, secondments, or the termination of a secondment. For such trips, the per diem is granted until the end of the day of arrival, provided that from the following day onward a separation allowance for staying away is received.

2. **Duration of the Trip**: For official errands lasting more than eight hours, necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.

3. **Complimentary Meals**: If official travelers receive complimentary meals during their official duties, a percentage of the per diem for meals is withheld. Specifically, 50% of the per diem for breakfast and 25% each for lunch and dinner for a full calendar day is withheld. The same applies if meals are provided by a third party and the charge for them is included in the reimbursable travel, flight, accommodation, or incidental expenses. This also applies if the official traveler does not avail themselves of the complimentary meals without a compelling reason.

4. **Duration of the Official Trip**: The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. In the case of several residences or accommodations, the one nearest to the official premises shall be decisive.

5. **Full Calendar Day**: For each full calendar day of an official trip, a per diem allowance is granted to compensate for additional expenses for meals. For trips lasting less than one full calendar day, the per diem allowance is calculated based on the duration of the trip, with specific amounts for durations exceeding certain hours.

6. **International Trips**: For official trips abroad, the per diem and accommodation allowances are granted in accordance with the provisions of the current version of § 1 of the Federal Foreign Travel Expense Regulation (ARV) and the general administrative regulation on the determination of foreign per diem and accommodation allowances (ARVVwV).

7. **Special Cases**: For official travelers for whom generally lower expenses for meals and accommodation are incurred, an expense allowance may be granted in lieu of per diem, accommodation allowance, and reimbursement of expenses under § U, as determined by the highest competent authority or its authorized subordinate authority.

8. **Extended Stay Abroad**: If the stay at the same foreign business location (excluding departure and return days) lasts longer than 10 days, the foreign per diem according to paragraph 1 shall be reduced by 50% from the 11th day onward. The highest competent authority or its authorized subordinate authority may, in justified cases, waive the reduction. From the 11th day onward, instead of the lump sum accommodation allowance, necessary documented accommodation costs shall be reimbursed.

9. **Country of Last Arrival**: The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,58,What are the rules regarding per diem and official business?,Chunk_26,chunk_26; chunk_27; chunk_25; chunk_46; chunk_48; chunk_35; chunk_7; chunk_24; chunk_45; chunk_8,"The rules regarding per diem and official business are as follows:

1. **Per Diem Allowance for Official Errands**: For official errands, there is no entitlement to a per diem allowance unless the errand lasts more than eight hours. In such cases, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.

2. **Complimentary Meals**: If official travelers receive complimentary meals during their duties, a percentage of the per diem for breakfast and lunch and dinner for a full calendar day shall be withheld. The same applies if meals are provided by a third party and the charge is included in reimbursable travel, flight, accommodation, or incidental expenses. This also applies if the official traveler does not avail themselves of the complimentary meals without a compelling reason.

3. **Duration of the Official Trip**: The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. In the case of several residences or accommodations, the one nearest to the official premises shall be decisive.

4. **Per Diem Allowance for Official Trips Abroad**: The per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. If the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.

5. **Reduction of Per Diem Abroad**: If the stay at the same foreign business location (excluding departure and return days) lasts longer than a specified number of days, the foreign per diem according to the relevant paragraph shall be reduced by a certain percentage from the th day onward. The highest competent authority or its authorized subordinate authority may waive the reduction in justified cases. From the th day onward, necessary documented accommodation costs shall be reimbursed instead of the lump sum accommodation allowance.

6. **Per Diem Allowance for Official Trips on the Occasion of a Transfer, Secondment, or Termination of a Secondment**: The per diem allowance is granted for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival if from the following day onward a separation allowance for staying away is received. In addition, an accommodation allowance is granted.

7. **Per Diem Allowance Amount**: For each full calendar day of an official trip, a per diem allowance of euros is granted to compensate for additional expenses for meals. For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: G euros for a duration of more than hours, and euros for a duration of more than hours.

8. **Abroad Per Diem and Accommodation Allowances**: Per diem and accommodation allowances abroad shall be granted in accordance with the provisions of the current version of § of the Federal Foreign Travel Expense Regulation (ARV) and the general administrative regulation on the determination of foreign per diem and accommodation allowances (ARVVwV).

9. **Definition of Official Trips**: Official trips are journeys undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business. The order or approval must be given in writing or electronically. Official trips also include journeys from a location serving as a temporary residence to the place of work, provided that the conditions of the relevant sentences are otherwise met. Official trips should only be carried out if a less costly method of conducting the official business is not possible or reasonable.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,59,What is the percentage withheld from the entitled per diem allowance in case I receive complimentary meals?,Chunk_27,chunk_27; chunk_24; chunk_26; chunk_75; chunk_35; chunk_48; chunk_31; chunk_55; chunk_25; chunk_2,"The percentage withheld from the entitled per diem allowance in case you receive complimentary meals is not explicitly stated in the provided context. The context mentions that a percentage of the per diem for breakfast and a percentage each for lunch and dinner for a full calendar day shall be withheld, but it does not specify the exact percentages.","20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,60,How is my daily allowance reduced when meals are provided for free?,Chunk_27,chunk_27; chunk_75; chunk_24; chunk_55; chunk_31; chunk_69; chunk_26; chunk_28; chunk_18; chunk_57,"When meals are provided for free during an official trip, the daily allowance is reduced by a certain percentage. Specifically, percent of the per diem is withheld for breakfast, and percent each is withheld for lunch and dinner for a full calendar day. This reduction applies if official travelers receive complimentary meals as part of their official duties. The same rule also applies if meals are provided by a third party and the charge for them is included in the reimbursable travel, flight, accommodation, or incidental expenses. The percentages are also applicable if the official traveler does not avail themselves of the complimentary meals without a compelling reason.","20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,61,What is the sum received for a necessary overnight stay?,Chunk_28,chunk_28; chunk_74; chunk_29; chunk_30; chunk_31; chunk_41; chunk_12; chunk_55; chunk_32; chunk_27,The sum received for a necessary overnight stay is a lump sum of euros domestically and euros abroad.,"For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,62,How much money is provided to cover the cost of required overnight accommodations?,Chunk_28,chunk_28; chunk_29; chunk_31; chunk_74; chunk_41; chunk_12; chunk_30; chunk_27; chunk_5; chunk_4,"The amount provided to cover the cost of required overnight accommodations is a lump sum of euros domestically and euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent, as determined by an administrative regulation.","For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,63,What happens when the stay at the same external business location lasts longer than seven days?,Chunk_30,chunk_30; chunk_48; chunk_8; chunk_12; chunk_46; chunk_25; chunk_47; chunk_29; chunk_9; chunk_76,"When the stay at the same external business location lasts longer than seven days, from the eighth day onward, the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,64,Could you clarify the implications of a business trip exceeding a week in duration?,Chunk_30,chunk_30; chunk_8; chunk_43; chunk_9; chunk_48; chunk_55; chunk_61; chunk_2; chunk_60; chunk_70,"If a business trip exceeds a week in duration, the implications are as follows:

1. **Reimbursement for Extended Stay**: From the eighth day onward, the reimbursement for the stay at the same external business location is adjusted. Instead of the standard reimbursement, the same amount that would be provided in the case of a secondment is granted.

2. **Official Trips and Errands**: The trip is considered an official trip if it is undertaken to conduct official business outside the usual place of work and has been ordered or approved by the responsible superior. This includes journeys from a temporary residence to the place of work, provided the conditions are met.

3. **Official Trips Abroad**: If the stay at the same foreign business location (excluding departure and return days) lasts longer than a specified number of days (the exact number is not specified in the provided context), the foreign per diem allowance is reduced by a certain percentage from the tenth day onward. However, this reduction may be waived in justified cases. From the tenth day onward, documented accommodation costs are reimbursed instead of a lump sum accommodation allowance.

4. **Extended Stay and Separation Allowance**: For longer official trips and secondments, actual necessary accommodation costs are reimbursed, along with a lump sum to compensate for additional meal expenses for the first three months, instead of the previous lump-sum compensation.

These provisions aim to ensure that public funds are used economically and that travel expenses are reimbursed in a manner that aligns with modern regulatory frameworks and tax regulations.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,65,"For official travel, when would I receive a single expense allowance instead of the usual separate payments for meals and hotels?",Chunk_31,chunk_31; chunk_55; chunk_49; chunk_32; chunk_6; chunk_36; chunk_8; chunk_7; chunk_37; chunk_11,"You would receive a single expense allowance instead of the usual separate payments for meals and hotels when the highest competent authority or its authorized subordinate authority determines that it is appropriate to compensate you with an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses. This is applicable for official travelers for whom generally lower expenses for meals and accommodation are incurred.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,66,"Under what circumstances during work travel would I get one payment to cover all costs, rather than being reimbursed individually for things like food and lodging?",Chunk_31,chunk_32; chunk_31; chunk_41; chunk_37; chunk_7; chunk_36; chunk_38; chunk_6; chunk_39; chunk_11,"You would receive one payment to cover all costs during work travel, rather than being reimbursed individually for things like food and lodging, if the highest competent authority or its authorized subordinate authority grants a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof. This lump sum reimbursement is determined based on the average of the individual reimbursements otherwise incurred in a certain period.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,67,When is a lump sum reimbursement granted instead of the travel expense reimbursement?,Chunk_32,chunk_32; chunk_31; chunk_39; chunk_37; chunk_41; chunk_11; chunk_38; chunk_7; chunk_36; chunk_40,"A lump sum reimbursement is granted instead of the travel expense reimbursement for regular or similar official trips, as determined by the highest competent authority or its authorized subordinate authority. This lump sum is based on the average of the individual reimbursements otherwise incurred in a certain period.","The highest competent authority or its authorized subordinate authority may, for regular or similar official trips, grant a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof, which is to be determined based on the average of the individual reimbursements otherwise incurred in a certain period.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,68,"Under what circumstances is a single payment used to cover travel costs, rather than standard expense reporting?",Chunk_32,chunk_32; chunk_8; chunk_37; chunk_36; chunk_31; chunk_6; chunk_38; chunk_39; chunk_18; chunk_21,"A single payment is used to cover travel costs, rather than standard expense reporting, under the following circumstances:

1. For regular or similar official trips, the highest competent authority or its authorized subordinate authority may grant a lump sum reimbursement in lieu of travel expense reimbursement or individual components thereof. This lump sum is determined based on the average of the individual reimbursements otherwise incurred in a certain period.

2. For official travelers for whom generally lower expenses for meals and accommodation are incurred, an expense allowance may be provided in lieu of per diem, accommodation allowance, and reimbursement of expenses, as determined by the highest competent authority or its authorized subordinate authority.

These provisions allow for simplified reimbursement methods in specific situations, reducing the need for detailed expense reporting.","The highest competent authority or its authorized subordinate authority may, for regular or similar official trips, grant a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof, which is to be determined based on the average of the individual reimbursements otherwise incurred in a certain period.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,69,What is considered incidental expenses?,Chunk_33,chunk_80; chunk_33; chunk_58; chunk_9; chunk_8; chunk_6; chunk_7; chunk_55; chunk_40; chunk_31,Incidental expenses are considered to be necessary expenses incurred for the conduct of official business that are not reimbursable under §§ to U. These expenses are to be systematically declared as incidental expenses.,Necessary expenses incurred for the conduct of official business that are not reimbursable under §§ 4 to U shall be reimbursed as incidental expenses.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,70,Could you please define what falls under the category of incidental expenses?,Chunk_33,chunk_80; chunk_58; chunk_55; chunk_33; chunk_60; chunk_2; chunk_7; chunk_4; chunk_6; chunk_9,"Based on the context provided, incidental expenses refer to necessary expenses incurred for the conduct of official business that are not reimbursable under specific sections (§§ to U) of the State Travel Expense Act (LRKG). These expenses are to be systematically declared as incidental expenses.",Necessary expenses incurred for the conduct of official business that are not reimbursable under §§ 4 to U shall be reimbursed as incidental expenses.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,71,"If my trip is canceled, will I get reimbursed for necessary pre-trip expenses?",Chunk_34,chunk_34; chunk_40; chunk_39; chunk_14; chunk_16; chunk_33; chunk_38; chunk_31; chunk_11; chunk_17,"Yes, if your trip is canceled for reasons not attributable to you, you will be reimbursed for the necessary expenses incurred in preparation, provided these expenses are eligible for reimbursement under the State Travel Expense Act (LRKG).","If official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,72,Will I be able to get my money back for expenses already incurred if my travel plans are called off?,Chunk_34,chunk_34; chunk_40; chunk_39; chunk_14; chunk_16; chunk_17; chunk_38; chunk_37; chunk_32; chunk_33,"Yes, you may be able to get reimbursement for expenses already incurred if your travel plans are called off, depending on the circumstances. According to the State Travel Expense Act (LRKG), if official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed. Additionally, if the interruption or early termination of a vacation or another private trip occurs due to official reasons, expenses arising from these situations may be reimbursed to an appropriate extent. If the early termination of a vacation or private trip is ordered for official reasons, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted. However, you must apply for reimbursement within six months after the end of the official trip, and you must submit the relevant cost receipts upon request. If these receipts are not submitted within one month upon request, the reimbursement application may be rejected to that extent. You are also obliged to keep the cost receipts for one year after the reimbursement for purposes of audit. Reimbursement of travel expenses and expenses incurred may be waived in whole or in part, but such a waiver must be declared in writing or electronically.","If official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,73,"In case of a transfer, secondment, or termination of a secondment, for how long is the per diem allowance granted?",Chunk_35,chunk_35; chunk_25; chunk_24; chunk_48; chunk_46; chunk_50; chunk_26; chunk_27; chunk_30; chunk_49,"In the case of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received.","For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,74,"How long does the daily allowance continue to be paid when someone is transferred, moved on secondment, or their secondment ends?",Chunk_35,chunk_50; chunk_49; chunk_35; chunk_30; chunk_24; chunk_14; chunk_25; chunk_65; chunk_29; chunk_12,"When someone is transferred, moved on secondment, or their secondment ends, the daily allowance (per diem) continues to be paid for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received.","For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,75,How long is the per diem allowance provided for on the day of arrival at a new place of work?,Chunk_35,chunk_25; chunk_35; chunk_24; chunk_48; chunk_46; chunk_26; chunk_27; chunk_70; chunk_30; chunk_45,"The per diem allowance is provided for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received.",The per diem is granted until the end of the day of arrival.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,76,"On the arrival date at a new workplace, for what length of time is the per diem allowance applicable?",Chunk_35,chunk_25; chunk_35; chunk_24; chunk_46; chunk_48; chunk_70; chunk_26; chunk_27; chunk_30; chunk_7,"The per diem allowance is applicable for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received.",The per diem is granted until the end of the day of arrival.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,77,Will the travel expense reimbursement cover a vacation or another trip if I combine it with an official trip?,Chunk_37,chunk_37; chunk_16; chunk_11; chunk_39; chunk_7; chunk_40; chunk_33; chunk_15; chunk_32; chunk_38,"No, the travel expense reimbursement will not cover the vacation or another private trip if it is combined with an official trip. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases, the travel expense reimbursement shall be calculated as if only the official trip were undertaken. The reimbursement under this provision shall not exceed the travel expense reimbursement resulting from the actual course of the trip. Therefore, the reimbursement is limited to the official trip and does not include the vacation or private trip.","If an official trip is combined with a vacation or another private trip, the travel expense reimbursement shall be calculated as if only the official trip were undertaken.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-8B,78,"If a business trip is combined with personal travel, will expenses be reimbursed for the entire trip?",Chunk_37,chunk_7; chunk_37; chunk_40; chunk_33; chunk_30; chunk_39; chunk_16; chunk_15; chunk_11; chunk_6,"If a business trip is combined with personal travel, expenses will not be reimbursed for the entire trip. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases (), the travel expense reimbursement shall be calculated as if only the official trip were undertaken. The reimbursement under this provision shall not exceed the travel expense reimbursement resulting from the actual course of the trip. Therefore, only the expenses related to the official trip will be reimbursed, and not the entire trip including personal travel.","If an official trip is combined with a vacation or another private trip, the travel expense reimbursement shall be calculated as if only the official trip were undertaken.",v1_Basic_RAG_Prompt,mpnet
