Generation Model,Question Index,Question,Original Chunk,Chunks Retrieved,Generated Answer,Reference Answer,Generation Prompt Used,Encoding Used
Qwen/Qwen3-4B,44,Are rental car or taxi expenses covered?,Chunk_20,chunk_20; chunk_18; chunk_13; chunk_40; chunk_29; chunk_33; chunk_69; chunk_41; chunk_42; chunk_21,"Yes, rental car or taxi expenses are covered if there is a compelling reason for their use. According to the State Travel Expense Act (LRKG) § Reimbursement of Travel and Flight Costs, necessary costs incurred for using a rental car or taxi shall be reimbursed when there is a compelling reason. If no compelling reason exists, the reimbursement will not exceed the costs of using public transport.","If, for a compelling reason, a rental car or taxi is used, the necessary costs incurred shall be reimbursed. If no compelling reason exists, no higher travel expense reimbursement may be granted than when using public transport.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,45,How much is the surcharge of mileage allowance in case of difficult roads?,Chunk_23,chunk_23; chunk_22; chunk_69; chunk_12; chunk_20; chunk_18; chunk_2; chunk_13; chunk_4; chunk_64,"According to the context provided, the surcharge for the mileage allowance in case of journeys on unpaved roads or difficult-to-drive field or forest tracks is 3 cents per kilometer.",The surcharge amounts to 5 cents per kilometer.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,46,Could you please clarify the extra cost added to mileage reimbursement when driving on challenging roads?,Chunk_23,chunk_23; chunk_22; chunk_69; chunk_12; chunk_20; chunk_13; chunk_37; chunk_2; chunk_7; chunk_4,"According to the context provided, if journeys on unpaved roads or difficult-to-drive field or forest tracks are regularly required due to the nature of the official business, a surcharge may be granted for the mileage allowance. The surcharge amounts to  cents per kilometer. Therefore, the extra cost added to mileage reimbursement when driving on challenging roads is  cents per kilometer.",The surcharge amounts to 5 cents per kilometer.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,47,How much euros is the per diem allowance for a full calendar day of an official trip?,Chunk_24,chunk_24; chunk_27; chunk_48; chunk_26; chunk_25; chunk_28; chunk_35; chunk_57; chunk_46; chunk_4,The per diem allowance for a full calendar day of an official trip is  euros.,"For each full calendar day of an official trip, a per diem allowance of 24 euros is granted to compensate for additional expenses for meals.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,48,"What is the daily allowance amount, in euros, for official travel covering a complete 24-hour period?",Chunk_24,chunk_24; chunk_28; chunk_57; chunk_8; chunk_4; chunk_55; chunk_65; chunk_69; chunk_1; chunk_70,"The daily allowance amount, in euros, for official travel covering a complete 24-hour period is  euros. This is stated in the State Travel Expense Act (LRKG) § C Per Diem Allowance, which grants a per diem allowance of  euros for each full calendar day of an official trip.","For each full calendar day of an official trip, a per diem allowance of 24 euros is granted to compensate for additional expenses for meals.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,49,"In case of an official trip lasting less than one full calendar day, how much is the per diem allowance?",Chunk_24,chunk_24; chunk_48; chunk_25; chunk_26; chunk_27; chunk_46; chunk_35; chunk_70; chunk_30; chunk_45,"In case of an official trip lasting less than one full calendar day, the per diem allowance is €G for a duration of more than 8 hours, and € for a duration of more than 12 hours.","For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 6 euros for a duration of more than 8 hours, and 12 euros for a duration of more than 14 hours.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,50,What is the daily expense rate for business travel that doesn't span a complete 24-hour period?,Chunk_24,chunk_5; chunk_2; chunk_30; chunk_55; chunk_8; chunk_3; chunk_18; chunk_4; chunk_27; chunk_7,"The context provided does not specify a daily expense rate for business travel that doesn't span a complete 24-hour period. The information given focuses on reimbursement rules for extended stays, per diem allowances, travel and flight costs, mileage allowance, and other related expenses, but does not mention a specific daily rate for partial-day business travel.","For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 6 euros for a duration of more than 8 hours, and 12 euros for a duration of more than 14 hours.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,51,How is the duration of the official trip determined?,Chunk_25,chunk_25; chunk_47; chunk_12; chunk_38; chunk_8; chunk_43; chunk_30; chunk_70; chunk_46; chunk_9,"The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. In the case of several residences or accommodations, the one nearest to the official premises shall be decisive.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,52,What factors decide how long the business travel will last?,Chunk_25,chunk_30; chunk_8; chunk_25; chunk_55; chunk_47; chunk_2; chunk_65; chunk_48; chunk_61; chunk_38,"The duration of business travel is determined by the following factors according to the context provided:

1. The stay at the same external business location: If the stay lasts longer than seven days, from the eighth day onward, the reimbursement is granted as would be provided in the case of a secondment.

2. The conditions for official trips: Official trips are journeys undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business.

3. The start and end of the trip: The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises.

4. The stay at the same foreign business location: If the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph 1 shall be reduced by 50% from the 15th day onward.","The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises, or the beginning and/or end has been ordered at the official premises.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,53,Am I entitled to a per diem allowance when going on an official errand?,Chunk_26,chunk_26; chunk_24; chunk_35; chunk_46; chunk_9; chunk_27; chunk_25; chunk_7; chunk_45; chunk_8,"According to the context provided, you are not entitled to a per diem allowance for official errands. However, if the errand lasts more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.","For official errands, there is no entitlement to a per diem allowance.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,54,Are employees reimbursed for expenses incurred while completing work-related tasks away from their usual work location?,Chunk_26,chunk_7; chunk_33; chunk_40; chunk_8; chunk_9; chunk_30; chunk_12; chunk_16; chunk_41; chunk_11,"Yes, employees are reimbursed for expenses incurred while completing work-related tasks away from their usual work location. The State Travel Expense Act (LRKG) covers reimbursement for travel and flight costs, mileage allowance, per diem allowance for official trips, necessary additional expenses on official errands, accommodation allowance, expenses and lump sum reimbursement, and other costs. These provisions apply to official trips and errands, which are defined as journeys undertaken to conduct official business outside the usual place of work, as long as they are ordered or approved by the responsible superior.","For official errands, there is no entitlement to a per diem allowance.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,55,Under what condition can an official errand be covered by per diem allowance?,Chunk_26,chunk_26; chunk_35; chunk_24; chunk_46; chunk_9; chunk_25; chunk_27; chunk_7; chunk_45; chunk_48,"An official errand can be covered by a per diem allowance if it lasts more than eight hours, in which case the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,56,When is per diem authorized for official travel?,Chunk_26,chunk_46; chunk_25; chunk_26; chunk_35; chunk_45; chunk_48; chunk_27; chunk_24; chunk_7; chunk_8,"Per diem is authorized for official travel under the following conditions:

1. For official trips abroad, the per diem and accommodation allowance are granted for the country that the official traveler last reaches before midnight local time. If the domestic territory is reached last before midnight, foreign per diem is granted for the country of the last business location abroad.

2. For official errands, there is no entitlement to a per diem allowance according to paragraph . However, for errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.

3. For each full calendar day of an official trip, a per diem allowance of  euros is granted to compensate for additional expenses for meals. For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance is . . G euros for a duration of more than  hours, and  euros for a duration of more than  hours.

4. Official trips in the sense of this Act are journeys undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,57,What determines eligibility for per diem reimbursement on work-related trips?,Chunk_26,chunk_7; chunk_35; chunk_26; chunk_27; chunk_25; chunk_24; chunk_45; chunk_31; chunk_48; chunk_46,"Eligibility for per diem reimbursement on work-related trips is determined by several factors outlined in the State Travel Expense Act (LRKG):

1. **Nature of the Trip**: Per diem allowance is granted for official trips, including transfers, secondments, or termination of a secondment. It is also applicable for errands lasting more than eight hours, where necessary documented expenses for meals are reimbursed up to the amount of the per diem allowance applicable for an official trip.

2. **Duration of the Trip**: For each full calendar day of an official trip, a per diem allowance of €40 is granted. For trips lasting less than one full calendar day, the per diem allowance is €30 for a duration of more than 8 hours and €20 for a duration of more than 4 hours.

3. **Complimentary Meals**: If official travelers receive complimentary meals, 10% of the per diem for breakfast and 20% each for lunch and dinner are withheld from the entitled per diem. This also applies if meals are provided by a third party and the charge is included in reimbursable travel, flight, accommodation, or incidental expenses.

4. **Official Premises**: The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises.

5. **Foreign Trips**: Per diem and accommodation allowances abroad are granted in accordance with the provisions of the current version of § 12 of the Federal Foreign Travel Expense Regulation (ARV) and the general administrative regulation on the determination of foreign per diem and accommodation allowances (ARVVwV).

6. **Extended Stay**: If the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph 1 shall be reduced by 50% from the 15th day onward. The highest competent authority or its authorized subordinate authority may waive this reduction in justified cases.

These factors collectively determine eligibility for per diem reimbursement on work-related trips under the State Travel Expense Act (LRKG).","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,58,What are the rules regarding per diem and official business?,Chunk_26,chunk_26; chunk_27; chunk_25; chunk_46; chunk_48; chunk_35; chunk_7; chunk_24; chunk_45; chunk_8,"The rules regarding per diem and official business, as outlined in the State Travel Expense Act (LRKG), are as follows:

1. For official errands, there is no entitlement to a per diem allowance. However, for errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.

2. If official travelers receive complimentary meals in the course of their official duties, 50% of the per diem for breakfast and 75% each for lunch and dinner for a full calendar day shall be withheld from the entitled per diem. This applies if meals are provided by a third party and the charge for them is included in the reimbursable travel, flight, accommodation, or incidental expenses. The percentages also apply if the official traveler does not avail himself of the complimentary meals without a compelling reason.

3. The duration of the official trip is determined from the time of departure from and arrival at the residence, unless the trip begins or ends at the official premises or the beginning and/or end has been ordered at the official premises. In the case of several residences or accommodations, the one nearest to the official premises shall be decisive.

4. For official trips abroad, the per diem and accommodation allowance shall be granted for the country that the official traveler last reaches before midnight local time. If, during an official trip abroad, the domestic territory is reached last before midnight, foreign per diem shall be granted for the country of the last business location abroad.

5. If the stay at the same foreign business location (excluding departure and return days) lasts longer than 14 days, the foreign per diem according to paragraph 1 shall be reduced by 50% from the 15th day onward. The highest competent authority or its authorized subordinate authority may, in justified cases, waive the reduction. Instead of the lump sum accommodation allowance, from the 15th day onward, the necessary documented accommodation costs shall be reimbursed.

6. For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance (§ G) is granted for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received; in addition, an accommodation allowance (§ ) is granted.

7. For each full calendar day of an official trip, a per diem allowance of 100 euros is granted to compensate for additional expenses for meals. For an official trip lasting less than one full calendar day, on the day of departure and the day of return of a multi-day trip, the per diem allowance shall be: 120 euros for a duration of more than 8 hours, and 80 euros for a duration of more than 6 hours.

8. Contrary to §§ G and , per diem and accommodation allowances abroad shall be granted in accordance with the provisions of the current version of § 1 of the Federal Foreign Travel Expense Regulation (ARV) and the general administrative regulation on the determination of foreign per diem and accommodation allowances (ARVVwV).

9. Official trips in the sense of this Act are journeys undertaken to conduct official business outside the usual place of work, which have been ordered or approved by the responsible superior, unless an order or approval is not applicable due to the nature of the official’s office or the nature of the official business. The order or approval must be given in writing or electronically. Official trips also include journeys from a location serving as a temporary residence to the place of work, provided that the conditions of sentences 1 and 2 are otherwise met. Official trips should only be carried out if a less costly method of conducting the official business is not possible or reasonable.","For errands lasting more than eight hours, the necessary documented expenses for meals shall be reimbursed up to the amount of the per diem allowance applicable for an official trip.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,59,What is the percentage withheld from the entitled per diem allowance in case I receive complimentary meals?,Chunk_27,chunk_27; chunk_24; chunk_26; chunk_75; chunk_35; chunk_48; chunk_31; chunk_55; chunk_25; chunk_2,The percentage withheld from the entitled per diem allowance in case I receive complimentary meals is  percent of the per diem for breakfast and  percent each for lunch and dinner for a full calendar day.,"20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,60,How is my daily allowance reduced when meals are provided for free?,Chunk_27,chunk_27; chunk_75; chunk_24; chunk_55; chunk_31; chunk_69; chunk_26; chunk_28; chunk_18; chunk_57,"When meals are provided for free during an official trip, the per diem allowance is reduced as follows: percent of the per diem for breakfast and percent each for lunch and dinner for a full calendar day shall be withheld from the entitled per diem. This reduction applies if the official traveler does not avail himself of the complimentary meals without a compelling reason.","20% of the daily per diem will be withheld for breakfast, and 40% each for lunch and dinner if a traveler receives complimentary meals, is provided meals by a third party, or does not avail themselves of complimentary meals without a compelling reason.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,61,What is the sum received for a necessary overnight stay?,Chunk_28,chunk_28; chunk_74; chunk_29; chunk_30; chunk_31; chunk_41; chunk_12; chunk_55; chunk_32; chunk_27,The sum received for a necessary overnight stay is a lump sum of  euros domestically and  euros abroad.,"For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,62,How much money is provided to cover the cost of required overnight accommodations?,Chunk_28,chunk_28; chunk_29; chunk_31; chunk_74; chunk_41; chunk_12; chunk_30; chunk_27; chunk_5; chunk_4,"The context states that for a necessary overnight stay, official travelers receive a lump sum of euros domestically and euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent, with an administrative regulation determining up to what amount accommodation costs are considered necessary. Therefore, the amount provided to cover the cost of required overnight accommodations is a lump sum of euros domestically and euros abroad.","For a necessary overnight stay, official travelers receive a lump sum of 20 euros domestically and 30 euros abroad. Higher accommodation costs shall be reimbursed to the necessary extent.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,63,What happens when the stay at the same external business location lasts longer than seven days?,Chunk_30,chunk_30; chunk_48; chunk_8; chunk_12; chunk_46; chunk_25; chunk_47; chunk_29; chunk_9; chunk_76,"When the stay at the same external business location lasts longer than seven days, from the eighth day onward, the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,64,Could you clarify the implications of a business trip exceeding a week in duration?,Chunk_30,chunk_30; chunk_8; chunk_43; chunk_9; chunk_48; chunk_55; chunk_61; chunk_2; chunk_60; chunk_70,"If a business trip exceeds seven days, from the eighth day onward, the reimbursement of expenses is granted as it would be for a secondment. All days between the day of arrival and the day of departure are counted as days of stay. Additionally, if the stay at the same foreign business location (excluding departure and return days) lasts longer than the specified number of days, the foreign per diem is reduced by a certain percentage from the th day onward. The highest competent authority or its authorized subordinate authority may waive this reduction in justified cases. Instead of a lump sum accommodation allowance, from the th day onward, the necessary documented accommodation costs shall be reimbursed.","If the stay at the same external business location lasts longer than seven days, from the eighth day onward the same reimbursement is granted as would be provided in the case of a secondment. All days between the day of arrival and the day of departure are counted as days of stay.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,65,"For official travel, when would I receive a single expense allowance instead of the usual separate payments for meals and hotels?",Chunk_31,chunk_31; chunk_55; chunk_49; chunk_32; chunk_6; chunk_36; chunk_8; chunk_7; chunk_37; chunk_11,"According to the State Travel Expense Act (LRKG) § Expense and Lump Sum Reimbursement (), you may receive a single expense allowance instead of the usual separate payments for meals and hotels if the highest competent authority or its authorized subordinate authority determines that it is appropriate. This decision is based on the necessary expenses incurred during the official trip.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,66,"Under what circumstances during work travel would I get one payment to cover all costs, rather than being reimbursed individually for things like food and lodging?",Chunk_31,chunk_32; chunk_31; chunk_41; chunk_37; chunk_7; chunk_36; chunk_38; chunk_6; chunk_39; chunk_11,"Under the State Travel Expense Act (LRKG), you would receive a lump sum reimbursement rather than being reimbursed individually for things like food and lodging if the highest competent authority or its authorized subordinate authority grants a lump sum reimbursement for regular or similar official trips. This lump sum is determined based on the average of the individual reimbursements otherwise incurred in a certain period.","Official travelers, for whom generally lower expenses for meals and accommodation are incurred, may, as determined by the highest competent authority or its authorized subordinate authority, be compensated by an expense allowance in lieu of per diem, accommodation allowance, and reimbursement of expenses under § 8, corresponding to the necessary expenses.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,67,When is a lump sum reimbursement granted instead of the travel expense reimbursement?,Chunk_32,chunk_32; chunk_31; chunk_39; chunk_37; chunk_41; chunk_11; chunk_38; chunk_7; chunk_36; chunk_40,A lump sum reimbursement is granted instead of the travel expense reimbursement for regular or similar official trips. This lump sum is determined based on the average of the individual reimbursements otherwise incurred in a certain period.,"The highest competent authority or its authorized subordinate authority may, for regular or similar official trips, grant a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof, which is to be determined based on the average of the individual reimbursements otherwise incurred in a certain period.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,68,"Under what circumstances is a single payment used to cover travel costs, rather than standard expense reporting?",Chunk_32,chunk_32; chunk_8; chunk_37; chunk_36; chunk_31; chunk_6; chunk_38; chunk_39; chunk_18; chunk_21,A single payment is used to cover travel costs rather than standard expense reporting when the highest competent authority or its authorized subordinate authority grants a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof. This lump sum is determined based on the average of the individual reimbursements otherwise incurred in a certain period. This provision applies for regular or similar official trips.,"The highest competent authority or its authorized subordinate authority may, for regular or similar official trips, grant a lump sum reimbursement in lieu of the travel expense reimbursement or individual components thereof, which is to be determined based on the average of the individual reimbursements otherwise incurred in a certain period.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,69,What is considered incidental expenses?,Chunk_33,chunk_80; chunk_33; chunk_58; chunk_9; chunk_8; chunk_6; chunk_7; chunk_55; chunk_40; chunk_31,"According to the context provided, incidental expenses are necessary expenses incurred for the conduct of official business that are not reimbursable under §§ to U. These costs are to be systematically declared as incidental expenses. Additionally, the State Travel Expense Act (LRKG) § Reimbursement of Other Costs () specifies that such expenses are reimbursed as incidental expenses.",Necessary expenses incurred for the conduct of official business that are not reimbursable under §§ 4 to U shall be reimbursed as incidental expenses.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,70,Could you please define what falls under the category of incidental expenses?,Chunk_33,chunk_80; chunk_58; chunk_55; chunk_33; chunk_60; chunk_2; chunk_7; chunk_4; chunk_6; chunk_9,"According to the context provided, incidental expenses refer to necessary expenses incurred for the conduct of official business that are not reimbursable under §§ to U of the State Travel Expense Act (LRKG). These costs are to be systematically declared as incidental expenses. Additionally, the scope of travel expense reimbursement includes reimbursement of other costs (§ ), which are not specifically covered by other sections of the Act. Therefore, incidental expenses are those costs that are not covered by specific provisions of the Act and must be declared as such.",Necessary expenses incurred for the conduct of official business that are not reimbursable under §§ 4 to U shall be reimbursed as incidental expenses.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,71,"If my trip is canceled, will I get reimbursed for necessary pre-trip expenses?",Chunk_34,chunk_34; chunk_40; chunk_39; chunk_14; chunk_16; chunk_33; chunk_38; chunk_31; chunk_11; chunk_17,"Yes, if your trip is canceled for reasons not attributable to the official traveler, you will be reimbursed for the necessary expenses incurred in preparation, which are eligible for reimbursement under the State Travel Expense Act (LRKG).","If official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,72,Will I be able to get my money back for expenses already incurred if my travel plans are called off?,Chunk_34,chunk_34; chunk_40; chunk_39; chunk_14; chunk_16; chunk_17; chunk_38; chunk_37; chunk_32; chunk_33,"Yes, you may be able to get your money back for expenses already incurred if your travel plans are called off, depending on the specific circumstances. According to the State Travel Expense Act (LRKG):

1. If official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.

2. Expenses of the official traveler and any accompanying persons that arise due to the interruption or early termination of a vacation or another private trip shall be reimbursed to an appropriate extent.

3. If, for official reasons, the early termination of a vacation or another private trip is ordered, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted.

Therefore, if your travel plans are called off for reasons not attributable to you and if the expenses were necessary for the trip, you may be eligible for reimbursement. However, you must apply for reimbursement within six months after the end of the official trip and provide the necessary receipts.","If official trips are canceled for reasons not attributable to the official traveler, the necessary expenses incurred in preparation, which are eligible for reimbursement under this Act, shall be reimbursed.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,73,"In case of a transfer, secondment, or termination of a secondment, for how long is the per diem allowance granted?",Chunk_35,chunk_35; chunk_25; chunk_24; chunk_48; chunk_46; chunk_50; chunk_26; chunk_27; chunk_30; chunk_49,The per diem allowance is granted for the period until arrival at the new place of work.,"For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,74,"How long does the daily allowance continue to be paid when someone is transferred, moved on secondment, or their secondment ends?",Chunk_35,chunk_50; chunk_49; chunk_35; chunk_30; chunk_24; chunk_14; chunk_25; chunk_65; chunk_29; chunk_12,"The daily allowance (per diem allowance) continues to be paid until the end of the day of arrival at the new place of work. If from the following day onward a separation allowance for staying away is received, the per diem allowance is granted until the end of the day of arrival.","For official trips on the occasion of a transfer, secondment, or termination of a secondment, the per diem allowance is granted for the period until arrival at the new place of work.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,75,How long is the per diem allowance provided for on the day of arrival at a new place of work?,Chunk_35,chunk_25; chunk_35; chunk_24; chunk_48; chunk_46; chunk_26; chunk_27; chunk_70; chunk_30; chunk_45,"According to the context provided, the per diem allowance is granted for the period until arrival at the new place of work. Specifically, the per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received. Therefore, the per diem allowance is provided for the entire day of arrival at a new place of work.",The per diem is granted until the end of the day of arrival.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,76,"On the arrival date at a new workplace, for what length of time is the per diem allowance applicable?",Chunk_35,chunk_25; chunk_35; chunk_24; chunk_46; chunk_48; chunk_70; chunk_26; chunk_27; chunk_30; chunk_7,"According to the context provided, the per diem allowance is granted for the period until arrival at the new place of work. The per diem is granted until the end of the day of arrival, if from the following day onward a separation allowance for staying away is received. Therefore, the per diem allowance is applicable for the entire day of arrival at the new workplace.",The per diem is granted until the end of the day of arrival.,v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,77,Will the travel expense reimbursement cover a vacation or another trip if I combine it with an official trip?,Chunk_37,chunk_37; chunk_16; chunk_11; chunk_39; chunk_7; chunk_40; chunk_33; chunk_15; chunk_32; chunk_38,"No, the travel expense reimbursement will not cover a vacation or another trip if it is combined with an official trip. Instead, the travel expense reimbursement shall be calculated as if only the official trip were undertaken. The reimbursement under this provision shall not exceed the travel expense reimbursement resulting from the actual course of the trip.","If an official trip is combined with a vacation or another private trip, the travel expense reimbursement shall be calculated as if only the official trip were undertaken.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,78,"If a business trip is combined with personal travel, will expenses be reimbursed for the entire trip?",Chunk_37,chunk_7; chunk_37; chunk_40; chunk_33; chunk_30; chunk_39; chunk_16; chunk_15; chunk_11; chunk_6,"No, if a business trip is combined with personal travel, expenses will not be reimbursed for the entire trip. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases, the travel expense reimbursement shall be calculated as if only the official trip were undertaken. The travel expense reimbursement under this provision shall not exceed the travel expense reimbursement resulting from the actual course of the trip. Therefore, only the costs related to the official trip will be reimbursed.","If an official trip is combined with a vacation or another private trip, the travel expense reimbursement shall be calculated as if only the official trip were undertaken.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,79,"In case an official trip commences or concludes at the vacation location, how will the travel expense reimbursement be calculated?",Chunk_38,chunk_38; chunk_37; chunk_39; chunk_12; chunk_14; chunk_30; chunk_40; chunk_36; chunk_7; chunk_11,"If an official trip commences or concludes at the vacation location, the travel expense reimbursement shall be calculated based on the departure from or arrival at that location, contrary to paragraph . Paragraph , sentence  applies accordingly.","If it is ordered or approved that the official trip is to commence or conclude at the vacation location, the travel expense reimbursement shall, contrary to paragraph 3, be calculated based on the departure from or arrival at that location.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,80,How are travel costs handled when a business trip starts or ends at the same place as a personal vacation?,Chunk_38,chunk_8; chunk_12; chunk_37; chunk_38; chunk_39; chunk_9; chunk_40; chunk_7; chunk_30; chunk_6,"When a business trip starts or ends at the same place as a personal vacation, the travel expense reimbursement is calculated based on the departure from or arrival at that vacation location, contrary to the general principle. The reimbursement is calculated as if only the official trip were undertaken, and the travel expense reimbursement under this provision shall not exceed the travel expense reimbursement resulting from the actual course of the trip. Additionally, if the business trip is combined with a vacation or another private trip, the travel expense reimbursement is calculated as if only the official trip were undertaken.","If it is ordered or approved that the official trip is to commence or conclude at the vacation location, the travel expense reimbursement shall, contrary to paragraph 3, be calculated based on the departure from or arrival at that location.",v1_Basic_RAG_Prompt,mpnet
Qwen/Qwen3-4B,81,"If the trip terminates early for official reasons, is the return journey to the official premises covered by travel expense reimbursement?",Chunk_39,chunk_39; chunk_40; chunk_14; chunk_12; chunk_38; chunk_16; chunk_34; chunk_42; chunk_36; chunk_30,"Yes, if the trip terminates early for official reasons, the return journey to the official premises is covered by travel expense reimbursement. According to the State Travel Expense Act (LRKG) § Determination of the Travel Expense Reimbursement in Special Cases, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted.","If, for official reasons, the early termination of a vacation or another private trip is ordered, the return journey from the vacation or stay location to the official premises shall be treated as an official trip for which travel expense reimbursement is granted.",v1_Basic_RAG_Prompt,mpnet
